;;;;;;;;;;;;;;;;;;
"Абдулхаев Фаррух";;;;;;;;;;;;;;;;;;
"Price List";;;;;;;;;;;;;;;;;;
"03 окт 2024";;;;;;;;;;;;;;;;;;
"в„–";"Code";"Barcode";"Name";"Qty per Box";"Card Number";"Balance";"Your order";"Price Type: Акция";"Акция with margin";"Price Type: Возврат";"Возврат with margin";"Price Type: При 100% Оплате (перечисление)";"При 100% Оплате (перечисление) with margin";"Price Type: Цена договорная (перечисление)";"Цена договорная (перечисление) with margin";"Expiry Date";"Группа";"Producer"
"326";"03004286006006001";;"Максфло-Д капс. 0,5мг/0,4мг №30";"1";"QM263";"2";;;;;;"122104";"122104";"125880";"125880";"01.05.2025";"НДС";"CCL Pharmaceuticals LTD/Пакистан"
"327";"A57430";;"Сита Нео капс. №30";"1";"230103";"25";;;;;;"146727";"146727";"151265";"151265";"01.08.2026";"БАД";"CCL Pharmaceuticals LTD/Пакистан"
"CHangshu Kangbao Medical Appliance";;;;;;;;;;;;;;;;;;
"328";"A54405";;"Мочеприёмник HED Т-образ. однокр.прим.стерил.2000мл№1";"250";"20230325B";"100";;;;;;"4365";"4365";"4500";"4500";"01.02.2028";"НДС";"CHangshu Kangbao Medical Appliance/Китай"
"Changzhou Yuekang Medical Appliance Co.Ltd";;;;;;;;;;;;;;;;;;
"329";"A54790";;"Мочеприёмник Т-образный 2000мл№1";"250";"20231202";"126";;;;;;"4394";"4394";"4530";"4530";"01.12.2028";"НДС";"Changzhou Yuekang Medical Appliance Co.Ltd/Китай"
"CHASHMA FARM";;;;;;;;;;;;;;;;;;
"330";"03005001003008006";;"Тампоны жен. гигиенич. ""Есения""";"400";"082024";"90";;;;;;"5379";"5379";"5545";"5545";"01.02.2029";"БАД";"CHASHMA FARM/Узбекистан"
"331";"03005001003008005";;"Тампоны жен. гигиенич.""BILMA""№1/10";"400";"052023";"1";;;;;;"3434";"3434";"3540";"3540";"01.03.2028";"БАД";"CHASHMA FARM/Узбекистан"
"332";"03005001003008004";;"Тампоны жен. гигиенич.""BILMA""№1/6";"600";"062024";"415";;;;;;"2988";"2988";"3080";"3080";"01.02.2029";"БАД";"CHASHMA FARM/Узбекистан"
"Chia Tai Tianqing Pharmaceutical Group Co.Ltd";;;;;;;;;;;;;;;;;;
"333";"03004349008005001";"6922096210689";"Клосан таб. 300мг №30";"1";"240105301";"6";;;;;;"204607";"204607";"210935";"210935";"01.01.2027";"НДС";"Chia Tai Tianqing Pharmaceutical Group Co.Ltd/Китай"
"CHORI_PLAST";;;;;;;;;;;;;;;;;;
"334";"A10325";;"Бутылочка 125мл для детс. питания полипропилен";"50";"072024";"57";;;;;;"9676";"9676";"9975";"9975";"01.07.2028";"БАД";"CHORI_PLAST/Узбекистан"
"335";"A10323";;"Бутылочка для детс. питания полипропилен 250мл";"60";"012024";"3";;;;;;"12523";"12523";"12910";"12910";"01.01.2028";"БАД";"CHORI_PLAST/Узбекистан"
"336";"A10324";;"Бутылочка с ручкой детс.питания полипропил. 250мл";"30";"032024";"8";;;;;;"13144";"13144";"13550";"13550";"01.03.2028";"БАД";"CHORI_PLAST/Узбекистан"
"337";"A15635";;"Горчичники №10 пакет-Эконом";"100";"092023";"63";;;;;;"3510";"3510";"3619";"3619";"01.09.2025";"НДС";"CHORI_PLAST/Узбекистан"
"338";"A15632";;"Грелка резин.А-2.№1";"15";"052024";"9";;;;;;"37005";"37005";"38149";"38149";"01.05.2028";"НДС";"CHORI_PLAST/Узбекистан"
"339";"A15634";;"Грелка резин.Б-2.№1";"12";"072024";"17";;;;;;"50094";"50094";"51643";"51643";"01.07.2028";"НДС";"CHORI_PLAST/Узбекистан"
"340";"A3410";;"Зубной прорезыватель силиконовый-Звёздочка";"100";"032024";"5";;;;;;"8347";"8347";"8605";"8605";"01.03.2028";"БАД";"CHORI_PLAST/Узбекистан"
"341";"A3411";;"Зубной прорезыватель силиконовый-Уточка";"100";"012024";"1";;;;;;"8826";"8826";"9099";"9099";"01.01.2028";"БАД";"CHORI_PLAST/Узбекистан"
"342";"A10316";;"Наконечник R1 к спринцовке";"500";"032023";"50";;;;;;"1077";"1077";"1110";"1110";"01.03.2027";"НДС";"CHORI_PLAST/Узбекистан"
"343";"A10317";;"Наконечник R2 к спринцовке";"500";"072023";"8";;;;;;"1098";"1098";"1131";"1131";"01.07.2027";"НДС";"CHORI_PLAST/Узбекистан"
"344";"A10318";;"Наконечник R3 к спринцовке";"200";"072024";"29";;;;;;"2390";"2390";"2464";"2464";"01.07.2028";"НДС";"CHORI_PLAST/Узбекистан"
"345";"A3412";;"Соска молочная для бутылочек силиконовая №2";"1";"112023.";"10";;;;;;"6198";"6198";"6390";"6390";"01.11.2027";"БАД";"CHORI_PLAST/Узбекистан"
"346";"A10322";;"Соска молочная силиконовая для бутылочек";"60";"072024";"9";;;;;;"2740";"2740";"2825";"2825";"01.07.2028";"БАД";"CHORI_PLAST/Узбекистан"
"347";"A3413";;"Соска-Пустышка  Ортодонтическая  силиконовая  №12";"10";"032024";"3";;;;;;"56654";"56654";"58406";"58406";"01.03.2028";"БАД";"CHORI_PLAST/Узбекистан"
"348";"A2664";;"Спринцовка ПВХ. А-1 (с мяг.наконечн.) 25мл.";"80";"072024";"53";;;;;;"6262";"6262";"6456";"6456";"01.07.2028";"НДС";"CHORI_PLAST/Узбекистан"
"349";"A2665";;"Спринцовка ПВХ. А-2 (с мяг.наконечн.) 55мл";"40";"072024";"113";;;;;;"7751";"7751";"7991";"7991";"01.07.2028";"НДС";"CHORI_PLAST/Узбекистан"
"350";"A2666";;"Спринцовка ПВХ. А-3 (с мяг.наконечн.) 75мл";"40";"072024";"243";;;;;;"8707";"8707";"8976";"8976";"01.07.2028";"НДС";"CHORI_PLAST/Узбекистан"
"351";"A2667";;"Спринцовка ПВХ. А-4 (с мяг.наконечн.) 200мл";"30";"052024";"8";;;;;;"13478";"13478";"13895";"13895";"01.05.2028";"НДС";"CHORI_PLAST/Узбекистан"
"352";"A 2669";;"Спринцовка ПВХ. Б-2 (с тверд.наконечн.) 45мл";"40";"012024";"24";;;;;;"6917";"6917";"7131";"7131";"01.01.2028";"НДС";"CHORI_PLAST/Узбекистан"
"353";"A2670";;"Спринцовка ПВХ. Б-3 (с тверд.наконечн.) 60мл";"40";"072024";"5";;;;;;"8111";"8111";"8362";"8362";"01.07.2028";"НДС";"CHORI_PLAST/Узбекистан"
"354";"A2671";;"Спринцовка ПВХ. Б-5 (с тверд.наконечн.) 200мл";"30";"072024";"11";;;;;;"12523";"12523";"12910";"12910";"01.07.2028";"НДС";"CHORI_PLAST/Узбекистан"
"355";"A2672";;"Спринцовка ПВХ. Б-6 (с тверд.наконечн.) 280мл";"30";"072024";"26";;;;;;"14312";"14312";"14755";"14755";"01.07.2028";"НДС";"CHORI_PLAST/Узбекистан"
"356";"A34286";;"Бутылочка 125мл для детс. питания (мягкой уп.)";"60";"072024";"35";;;;;;"7991";"7991";"8238";"8238";"01.07.2028";"БАД";"CHORI_PLAST/Узбекистан"
"357";"A34287";;"Бутылочка 125мл с ручкой для детс. питания (мягкой уп.)";"60";"072024";"20";;;;;;"8842";"8842";"9115";"9115";"01.07.2028";"БАД";"CHORI_PLAST/Узбекистан"
"358";"A58144";;"Соска-Ортомини ортодонтическая 3+мес.";"1";"072024";"15";;;;;;"5316";"5316";"5480";"5480";"01.07.2028";"БАД";"CHORI_PLAST/Узбекистан"
"Cisen Pharmaceutical Co. Ltd";;;;;;;;;;;;;;;;;;
"359";"03004097003025002";;"Велвин-4000 анти-Ха.МЕ/0,4мл №10 (Эноксапарин натрия)";"50";"230833";"2";;;;;;"506365";"506365";"522026";"522026";"01.07.2026";"НДС";"Cisen Pharmaceutical Co. Ltd/Китай"
"360";"03004097003025004";;"Велвин-6000 анти-Ха.МЕ/0,6мл №10 (Эноксапарин натрия)";"50";"231227";"32";;;;;;"640932";"640932";"660755";"660755";"01.11.2026";"НДС";"Cisen Pharmaceutical Co. Ltd/Китай"
"361";"03004141003004002";;"Крефос пор. р-р для иньек. 1г№1 (фл)";"10";"230513";"65";;;;;;"184452";"184452";"190157";"190157";"01.05.2025";"НДС";"Cisen Pharmaceutical Co. Ltd/Китай"
"362";"03004117001030002";;"Лозефин р-р.инф.250мл№1";"30";"220856";"10";;;;;;"67987";"67987";"70090";"70090";"01.08.2025";"НДС";"Cisen Pharmaceutical Co. Ltd/Китай"
"Cliff group";;;;;;;;;;;;;;;;;;
"363";"A 8781";;"Соль для ванн ""Детская череда"" 500гр.";"20";"09/24";"20";;;;;;"6334";"6334";"6530";"6530";"01.09.2026";"БАД";"Cliff group/Узбекистан"
"364";"A8782";;"Соль для ванн ""Детская-Ромашка"" 500гр.";"20";"05/24";"29";;;;;;"6334";"6334";"6530";"6530";"01.05.2026";"БАД";"Cliff group/Узбекистан"
"365";"A8784";;"Соль для ванн ""Для похудения"" 500гр.";"20";"07/24";"5";;;;;;"9079";"9079";"9360";"9360";"01.07.2026";"БАД";"Cliff group/Узбекистан"
"366";"A8783";;"Соль для ванн ""Морская"" 500гр.";"20";"09/24";"8";;;;;;"6334";"6334";"6530";"6530";"01.09.2026";"БАД";"Cliff group/Узбекистан"
"367";"A10436";;"Соль для ванн ""Хвоя"" 500гр.";"20";"05/24";"21";;;;;;"6334";"6334";"6530";"6530";"01.05.2026";"БАД";"Cliff group/Узбекистан"
"Combino Pharm Malta Ltd";;;;;;;;;;;;;;;;;;
"368";"A55925";;"Риварокс таб. 10мг №10";"225";"23HA102A";"50";;;;;;"106273";"106273";"109560";"109560";"01.07.2026";"НДС";"Combino Pharm Malta Ltd/Турция"
"369";"A27275";;"Риварокс таб. 15мг №28";"225";"22HA205A";"1";;;;;;"235490";"235490";"242773";"242773";"01.08.2025";"НДС";"Combino Pharm Malta Ltd/Турция"
"370";"A27276";;"Риварокс таб. 20мг №28";"225";"23HA305A";"67";;;;;;"236757";"236757";"244079";"244079";"01.02.2026";"НДС";"Combino Pharm Malta Ltd/Турция"
"COMBITIC GLOBAL CAPLET PVT LTD";;;;;;;;;;;;;;;;;;
"371";"A57005";;"Ран-Дит таб.150мг №30 Ранитидин";"400";"RNT-01";"622";;;;;;"9666";"9666";"9965";"9965";"01.09.2026";"НДС";"COMBITIC GLOBAL CAPLET PVT LTD/Индия"
"372";"03004997012002003";;"Риварокс таб.2,5мг №56";"143";"23HA401A";"14";;;;;;"302524";"302524";"311880";"311880";"01.02.2026";"НДС";"COMBITIC GLOBAL CAPLET PVT LTD/Индия"
"373";"03004053002061001";;"Уни-Фристол таб.100 (Панкреатин)";"50";"UPT-09";"98";;;;;;"61789";"61789";"63700";"63700";"01.11.2026";"НДС";"COMBITIC GLOBAL CAPLET PVT LTD/Индия"
"Coral Laboratories LTD";;;;;;;;;;;;;;;;;;
"374";"03004084009001002";;"Зесткал сусп.вкус.Клубники 200мл№1";"25";"DZC2301";"17";;;;;;"57024";"57024";"58788";"58788";"01.10.2025";"НДС";"Coral Laboratories LTD/Индия"
"375";"03004532005002002";;"Мометоп назал.спрей 50мкг.100Доз.10мл№1";"20";"AC-4004";"18";;;;;;"86621";"86621";"89300";"89300";"01.12.2025";"НДС";"Coral Laboratories LTD/Индия"
"Corona Remidies Pvt. Ltd";;;;;;;;;;;;;;;;;;
"376";"03004187001004001";;"Атосар таб.25мг№30";"10";"01230794";"35";;;;;;"27485";"27485";"27485";"27485";"01.05.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"377";"03004187001004002";;"Атосар таб.50мг№30";"10";"01230917";"97";;;;;;"47335";"47335";"47335";"47335";"01.05.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"378";"03004188001001001";;"Атосар-Н таб.50мг/12.5мг.№30";"10";"01230053";"8";;;;;;"52402";"52402";"52402";"52402";"01.12.2024";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"379";"03004507001005001";;"Бетастин таб.16мг№30";"260";"01230525";"114";;;;;;"48860";"48860";"48860";"48860";"01.03.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"380";"03004189003002002";;"Кортел Н таб.80мг/12,5мг№30";"180";"01240027";"282";;;;;;"100185";"100185";"100185";"100185";"01.12.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"381";"03004187006004001";;"Кортел таб.80мг№30";"280";"01231651";"188";;;;;;"67459";"67459";"67459";"67459";"01.11.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"382";"03004189003004001";;"Кортел-А таб.40мг/5мг№30";"420";"01240552";"197";;;;;;"78060";"78060";"78060";"78060";"01.04.2026";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"383";"03004189003002001";;"Кортел-Н-40 таб.40мг/12.5мг№28";"10";"01231250";"111";;;;;;"60338";"60338";"60338";"60338";"01.08.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"384";"03004915001001001";;"Кортел-Трио таб.№30";"10";"01231244";"23";;;;;;"61185";"61185";"61185";"61185";"01.08.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"385";"03004026001011001";;"Онтик р-р.внутр.2мг/5мл.30мл№1";"150";"01240129";"208";;;;;;"41288";"41288";"41288";"41288";"01.12.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"386";"03004026001012001";;"Онтик-MD4 таб.4мг№10";"540";"01240430";"581";;;;;;"37190";"37190";"37190";"37190";"01.02.2027";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"387";"03004012009002001";;"Пантоз-DSR капс.40мг/30мг№30";"160";"01231362";"428";;;;;;"70110";"70110";"70110";"70110";"01.09.2026";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"388";"03004452002256001";;"Респикур таб.№10";"320";"01240290";"66";;;;;;"27485";"27485";"27485";"27485";"01.02.2027";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"389";"03004191007025001";;"Розулесс таб.10мг№28";"300";"01240226";"100";;;;;;"74880";"74880";"74880";"74880";"01.01.2026";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"390";"03004191007025002";;"Розулесс таб.20мг№28";"300";"01240196";"280";;;;;;"99010";"99010";"99010";"99010";"01.01.2026";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"391";"03004082003001001";;"Сиримол капс.№30";"240";"01240280";"352";;;;;;"78235";"78235";"78235";"78235";"01.01.2026";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"392";"03004328009002001";;"Биофлокс-О таб. 200мг+500мг №10";"320";"01240225";"4";;;;;;"52636";"52636";"52636";"52636";"01.01.2026";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"393";"03004605004001001";;"Кидникет таб.№50 Почечной";"136";"01231435";"192";;;;;;"187205";"187205";"187205";"187205";"01.09.2025";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"394";"03004551005019001";;"Левомонт 10мг 5мг№20";"10";"01240338";"34";;;;;;"133215";"133215";"133215";"133215";"01.02.2026";"НДС";"Corona Remidies Pvt. Ltd/Индия"
"395";"A18300";;"Шоковит+сироп. 120мл№1";"100";"04230263";"31";;;;;;"31549";"31549";"32525";"32525";"01.10.2025";"БАД";"Corona Remidies Pvt. Ltd/Индия"
"DAI HAN PHARM. CO. LTD";;;;;;;;;;;;;;;;;;
"396";"03004999342004001";;"Гепариген амп.конц. д/приг. р-ра 500мг/5мл №10";"1";"2252AF7";"4";;;;;;"292799";"292799";"301855";"301855";"01.12.2025";"НДС";"DAI HAN PHARM. CO. LTD/Корея"
"DEMO S.A.";;;;;;;;;;;;;;;;;;
"397";"03004074023001001";;"Демотон-Б.Нео амп.2мл№10";"200";"2300227";"88";;;;;;"62177";"62177";"64100";"64100";"01.01.2025";"НДС";"DEMO S.A./Греция"
"398";"03004068012001001";;"Демотон-В12 амп.5мл№5";"258";"2400116";"7";;;;;;"79016";"79016";"81460";"81460";"01.05.2025";"НДС";"DEMO S.A./Греция"
"399";"03004093001057001";;"Картан 1г.10мл№10 Левокарнитин";"76";"2313900";"241";;;;;;"119160";"119160";"122845";"122845";"01.11.2027";"НДС";"DEMO S.A./Греция"
"400";"03004093001056001";;"Картан 1г.5мл№5 Левокарнитин";"258";"2400706";"59";;;;;;"112598";"112598";"116080";"116080";"01.01.2027";"НДС";"DEMO S.A./Греция"
"401";"03004314002006001";;"Лемоксол пор.инъек.1г.№1 Цефтазидим";"384";"2447083";"20";;;;;;"72965";"72965";"75222";"75222";"01.07.2026";"НДС";"DEMO S.A./Греция"
"402";"03004410002012001";;"Тексивел пор.инъек.20мг№1 Теноксикам";"1050";"23J459";"98";;;;;;"48209";"48209";"49700";"49700";"01.10.2026";"НДС";"DEMO S.A./Греция"
"Dentafill Plyus";;;;;;;;;;;;;;;;;;
"403";"03004554005061003";;"Амброксол амп.15мг/2мл№5";"200";"60524";"721";;;;;;"4253";"4253";"4385";"4385";"01.06.2027";"НДС";"Dentafill Plyus/Узбекистан"
"404";"03004554005061006";"4780015843699";"Амброксол сироп 15мг/5мл.100мл№1";"30";"61223";"71";;;;;;"5999";"5999";"6185";"6185";"01.01.2026";"НДС";"Dentafill Plyus/Узбекистан"
"405";"03004554005061005";"4780015844184";"Амброксол таб.30мг№20";"100";"30923";"455";;;;;;"3099";"3099";"3195";"3195";"01.10.2026";"НДС";"Dentafill Plyus/Узбекистан"
"406";"03004451002024002";;"Анальгин амп.50%.2мл№5";"200";"81223";"231";;;;;;"6214";"6214";"6406";"6406";"01.01.2027";"НДС";"Dentafill Plyus/Узбекистан"
"407";"03004166002007002";;"Анестезол супп.рект.№10";"68";"20723";"84";;;;;;"5849";"5849";"6030";"6030";"01.08.2026";"НДС";"Dentafill Plyus/Узбекистан"
"408";"03004077001018004";;"Аскорбиновая к-та амп.5%.2мл№5";"200";"380923.";"600";;;;;;"3818";"3818";"3936";"3936";"01.04.2025";"НДС";"Dentafill Plyus/Узбекистан"
"409";"03004171004008001";;"Аскорутин таб.№10";"300";"30923";"421";;;;;;"2241";"2241";"2310";"2310";"01.10.2027";"НДС";"Dentafill Plyus/Узбекистан"
"410";"03004216002023001";;"Ацикловир мазь 5%.10г.№1";"100";"10323";"246";;;;;;"4394";"4394";"4530";"4530";"01.04.2025";"НДС";"Dentafill Plyus/Узбекистан"
"411";"03004216002023005";;"Ацикловир таб.0.2мг№20";"100";"21023";"244";;;;;;"7550";"7550";"7784";"7784";"01.11.2026";"НДС";"Dentafill Plyus/Узбекистан"
"412";"03004224001008001";;"Гиоксизон мазь 10г.№1";"100";"70624";"231";;;;;;"5626";"5626";"5800";"5800";"01.07.2027";"НДС";"Dentafill Plyus/Узбекистан"
"413";"03004219008003004";"4780015841893";"Дермавайт мазь 0,05% 25г";"100";"110624";"690";;;;;;"12853";"12853";"13250";"13250";"01.07.2026";"НДС";"Dentafill Plyus/Узбекистан"
"414";"03004034005019003";;"Дефилак сироп 200мл№1";"20";"10823";"11";;;;;;"33461";"33461";"34496";"34496";"01.09.2026";"НДС";"Dentafill Plyus/Узбекистан"
"415";"03004419008026002";;"Диклофенак натрия мазь 1% 30гр";"100";"10423";"107";;;;;;"6198";"6198";"6390";"6390";"01.05.2025";"НДС";"Dentafill Plyus/Узбекистан"
"416";"03004559001017004";;"Димедрол амп.1% 1мл№5";"200";"61023";"2919";;;;;;"4014";"4014";"4138";"4138";"01.11.2026";;"Dentafill Plyus/Узбекистан"
"417";"03004017002013001";;"Дро-Шпа амп.2%.2мл№5";"200";"30424";"167";;;;;;"5266";"5266";"5429";"5429";"01.05.2026";"НДС";"Dentafill Plyus/Узбекистан"
"418";"03004199001013004";;"Клотримазол супп.ваг.100мг№10";"68";"20923";"4";;;;;;"6732";"6732";"6940";"6940";"01.10.2026";"НДС";"Dentafill Plyus/Узбекистан"
"419";"03004034003002004";;"Магния сульфат амп.25%.5мл№10";"100";"50424";"29";;;;;;"5427";"5427";"5595";"5595";"01.05.2027";"НДС";"Dentafill Plyus/Узбекистан"
"420";"03004034003002006";;"Магния сульфат амп.25%.5мл№5";"200";"100822";"49";;;;;;"3448";"3448";"3555";"3555";"01.09.2025";"НДС";"Dentafill Plyus/Узбекистан"
"421";"03004121002006002";;"Натрия гидрокарбонат р-р.инф.4%.200мл№1";"30";"131023";"191";;;;;;"9070";"9070";"9350";"9350";"01.11.2025";"НДС";"Dentafill Plyus/Узбекистан"
"422";"03004121001019002";;"Натрия хлорид 0.9%.200мл№1";"30";"540424";"30";;;;;;"6596";"6596";"6800";"6800";"01.05.2027";"НДС";"Dentafill Plyus/Узбекистан"
"423";"03004441001013003";;"Новокаин амп.0.5%.5мл№5";"200";"141123";"6496";;;;;;"3444";"3444";"3550";"3550";"01.12.2026";"НДС";"Dentafill Plyus/Узбекистан"
"424";"03004017001010001";;"Папаверин супп.рек.20мг№10";"40";"60723";"232";;;;;;"6111";"6111";"6300";"6300";"01.08.2025";"НДС";"Dentafill Plyus/Узбекистан"
"425";"03004452001087001";;"Парацетамол супп.рект.125мг№10";"40";"20224";"1";;;;;;"5700";"5700";"5700";"5700";"01.03.2027";"НДС";"Dentafill Plyus/Узбекистан"
"426";"03004452001087002";;"Парацетамол супп.рект.250мг№10";"40";"50424";"115";;;;;;"5687";"5687";"5863";"5863";"01.05.2027";"НДС";"Dentafill Plyus/Узбекистан"
"427";"03004118016001004";;"Рингер лактат р-р инф.200мл№1";"30";"90324";"5060";;;;;;"7547";"7547";"7780";"7780";"01.04.2027";"НДС";"Dentafill Plyus/Узбекистан"
"428";"03004326002079005";;"Ципрофлоксацин таб.500мг№10";"100";"31023";"70";;;;;;"5990";"5990";"6175";"6175";"01.11.2025";"НДС";"Dentafill Plyus/Узбекистан"
"429";"A55287";;"Ампициллин пор. д/приг инъек. р-ра 500мг №50";"9";"30124";"7";;;;;;"197182";"197182";"203280";"203280";"01.04.2026";"НДС";"Dentafill Plyus/Узбекистан"
"430";"03004010003004003";;"Гастросидин-Дентафил таб. 40мг №10";"100";"20923.";"504";;;;;;"4780";"4780";"4928";"4928";"01.10.2025";"НДС";"Dentafill Plyus/Узбекистан"
"431";"03004409002076003";;"Диклофенак амп.75мг/3мл№5";"200";"11023";"150";;;;;;"5684";"5684";"5860";"5860";"01.11.2025";"НДС";"Dentafill Plyus/Узбекистан"
"432";"03004332001048002";;"Метронидазол р-р д/инфуз. 0,5%100мл№1";"40";"81123";"980";;;;;;"7051";"7051";"7269";"7269";"01.12.2026";"НДС";"Dentafill Plyus/Узбекистан"
"433";"03004121001019001";;"Натрия хлорид 0.9%.100мл№1";"40";"511223";"2440";;;;;;"5485";"5485";"5655";"5655";"01.01.2027";"НДС";"Dentafill Plyus/Узбекистан"
"434";"03004121001019005";;"Натрия хлорид 0.9%.500мл№1";"20";"2090524";"120";;;;;;"9341";"9341";"9630";"9630";"01.06.2027";"НДС";"Dentafill Plyus/Узбекистан"
"435";"03004529005007006";;"Нафтизин кап.0.1%.5мл №50";"10";"40624";"2";;;;;;"157489";"157489";"162360";"162360";"01.07.2027";"НДС";"Dentafill Plyus/Узбекистан"
"436";"A35433";;"Цефазолин натрия 1,0г №50";"9";"20424";"116";;;;;;"166452";"166452";"171600";"171600";"01.05.2025";"НДС";"Dentafill Plyus/Узбекистан"
"Deutsche Homoopathie-Union DHU-Arzneimittel GmbH & Co.KG";;;;;;;;;;;;;;;;;;
"437";"03004999068001001";;"Дентокинд А таб.гомеопатич.№150 Прорезыв.молоч.зубов";"50";"2307023";"33";;;;;;"79880";"79880";"82350";"82350";"01.05.2028";"НДС";"Deutsche Homoopathie-Union DHU-Arzneimittel GmbH & Co.KG/Германия"
"Deva Holding";;;;;;;;;;;;;;;;;;
"438";"03004311002057003";;"Клавера БИД таб. 1000мг №14";"50";"A00470";"15";;;;;;"71499";"71499";"73710";"73710";"01.12.2025";"НДС";"Deva Holding/Турция"
"439";"03004313002003003";;"Цефуро пор.инъек.250мг№1 Цефуроксим";"50";"A118856";"15";;;;;;"18057";"18057";"18615";"18615";"01.09.2025";"НДС";"Deva Holding/Турция"
"440";"03004313002003004";;"Цефуро пор.инъек.750мг№1 Цефуроксим";"50";"A118370";"15";;;;;;"24536";"24536";"25295";"25295";"01.09.2025";"НДС";"Deva Holding/Турция"
"441";"03004410002023001";;"Тикотен лиоф. пор д/приг. р-ра с раств. 20мг №1";"200";"A118239";"5";;;;;;"57294";"57294";"59066";"59066";"01.09.2025";"НДС";"Deva Holding/Турция"
"Dong-A ST Co., Ltd";;;;;;;;;;;;;;;;;;
"442";"03004275005002003";;"Фоллитоп р-р д/инъек. 150МЕ 0,5мл №1";"1";"FN30449";"8";;;;;;"631799";"631799";"651339";"651339";"01.04.2025";"НДС";"Dong-A ST Co., Ltd/Корея"
"443";"03004275005002002";;"Фоллитоп р-р д/инъек. 75МЕ 0,25мл №1";"5";"FM30954";"12";;;;;;"394024";"394024";"406210";"406210";"01.09.2025";"НДС";"Dong-A ST Co., Ltd/Корея"
"Dr.Gerhard Mann";;;;;;;;;;;;;;;;;;
"444";"03004589004002001";;"Корнерегель гл.гель 5% 5г";"880";"143";"58";;;;;;"52990";"52990";"54629";"54629";"01.09.2025";"НДС";"Dr.Gerhard Mann/Германия"
"Dr.Lazzar";;;;;;;;;;;;;;;;;;
"445";"03004252019002001";;"Гиномикс супп.ваг. №6";"360";"5005";"1";;;;;;"100904";"100904";"104025";"104025";"01.08.2026";"НДС";"Dr.Lazzar/Аргентина"
"Dr.Sertus";;;;;;;;;;;;;;;;;;
"446";"03004584001002001";"8680030190098";"Айкрол гл.кап.4%.10мл.№1";"240";"308001000";"44";;;;;;"38970";"38970";"40175";"40175";"01.07.2026";"НДС";"Dr.Sertus/Турция"
"447";"03004593002008001";;"Дроплекс уш.кап.15мл№1";"240";"401003351";"129";;;;;;"53059";"53059";"54700";"54700";"01.12.2026";"НДС";"Dr.Sertus/Турция"
"448";"03004436103001001";;"Ибра таб.№30";"72";"2309037";"5";;;;;;"80867";"80867";"83368";"83368";"01.09.2026";"НДС";"Dr.Sertus/Турция"
"449";"03004095001007001";;"Инсулипон р-р.600мг/50мл№1";"75";"3070015310";"12";;;;;;"61346";"61346";"63243";"63243";"01.06.2026";"НДС";"Dr.Sertus/Турция"
"450";"03004385003001000";;"Ксилазол наз.спрей.1мг.50мг/мл.10мл№1";"140";"401003270";"60";;;;;;"33829";"33829";"34875";"34875";"01.12.2026";"НДС";"Dr.Sertus/Турция"
"451";"03004326009006003";;"Моксикум р-р.инф.400мг/250мл№1 Моксифлоксацин";"24";"403000850";"3";;;;;;"112530";"112530";"116010";"116010";"01.02.2029";"НДС";"Dr.Sertus/Турция"
"452";"03004326009067001";;"Моксикум таб.400мг№7";"10";"304001240";"55";;;;;;"97878";"97878";"100905";"100905";"01.03.2028";"НДС";"Dr.Sertus/Турция"
"453";"03004574001024006";;"Неладекс глаз.мазь 5г №1";"170";"2306556";"18";;;;;;"55799";"55799";"57525";"57525";"01.07.2025";"НДС";"Dr.Sertus/Турция"
"454";"03004155001018001";;"Неладекс глаз/ушн. кап. 5мл №1";"240";"401000711";"94";;;;;;"55244";"55244";"56952";"56952";"01.12.2026";"НДС";"Dr.Sertus/Турция"
"455";"03004578001020001";;"Норматин глаз.капли 0,5% 5мл №1";"180";"403002152";"5";;;;;;"30866";"30866";"31820";"31820";"01.02.2027";"НДС";"Dr.Sertus/Турция"
"456";"03004411007025001";;"Сертофен амп.50мг/2мл№5";"80";"2262001";"27";;;;;;"76339";"76339";"78700";"78700";"01.09.2025";"НДС";"Dr.Sertus/Турция"
"457";"03004419033001001";;"Сертофен гель 1.25%.60г.№1";"56";"302520";"53";;;;;;"48899";"48899";"50411";"50411";"01.11.2026";"НДС";"Dr.Sertus/Турция"
