;;;;;;;;;;;;;;;;;;
"Абдулхаев Фаррух";;;;;;;;;;;;;;;;;;
"Price List";;;;;;;;;;;;;;;;;;
"03 окт 2024";;;;;;;;;;;;;;;;;;
"в„–";"Code";"Barcode";"Name";"Qty per Box";"Card Number";"Balance";"Your order";"Price Type: Акция";"Акция with margin";"Price Type: Возврат";"Возврат with margin";"Price Type: При 100% Оплате (перечисление)";"При 100% Оплате (перечисление) with margin";"Price Type: Цена договорная (перечисление)";"Цена договорная (перечисление) with margin";"Expiry Date";"Группа";"Producer"
"885";"03004326008088006";;"Тайгерон таб.750мг№5 Левофлоксацин";"324";"1003907";"93";;;;;;"53086";"53086";"54728";"54728";"01.03.2028";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"886";"03004409005049001";;"Фаниган таб.№100 Парацет.+Диклофенак";"96";"1003210";"10";;;;;;"81284";"81284";"83798";"83798";"01.01.2027";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"887";"03004409002057002";;"Фаниган-Фаст гель 30г.№1 Парацет.+Диклофенак";"160";"1003250";"336";;;;;;"22657";"22657";"23358";"23358";"01.01.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"888";"03004199016013001";;"Фуцис гель 0.5%.30г.№1 Флуконазол";"160";"1003715";"1018";;;;;;"35870";"35870";"36979";"36979";"01.03.2027";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"889";"03004337001084001";;"Фуцис р-р.инф.0.2%.100мл№1 Флуконазол";"100";"218040166";"893";;;;;;"45316";"45316";"46718";"46718";"01.03.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"890";"03004199016013002";;"Фуцис таб.100мг№4 Флуконазол";"504";"1003328";"636";;;;;;"24325";"24325";"25078";"25078";"01.11.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"891";"03004199016002001";;"Фуцис таб.150мг№4 Флуконазол";"504";"1003169";"1";;;;;;"49642";"49642";"51178";"51178";"01.11.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"892";"03004199016002003";;"Фуцис таб.200мг№4 Флуконазол";"504";"1002419";"334";;;;;;"47287";"47287";"48749";"48749";"01.08.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"893";"03004199016002004";;"Фуцис таб.50мг№4 Флуконазол";"504";"1003377.";"440";;;;;;"22734";"22734";"23438";"23438";"01.01.2027";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"894";"03004337001086001";;"Фуцис-ДТ таб.50мг№4 Флуконазол";"540";"1003745";"973";;;;;;"35869";"35869";"36978";"36978";"01.03.2028";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"895";"03004337002005001";;"Эсзол таб.100мг№10 Итраконазол";"180";"1003058";"16";;;;;;"81594";"81594";"84118";"84118";"01.11.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"896";"03004282004002001";;"Арстифен таб. №80";"24";"1003451";"38";;;;;;"145227";"145227";"149718";"149718";"01.01.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"897";"A55424";"08904220124398";"Аскоцин макс таб. шипучие №10";"162";"1002911";"46";;;;;;"29428";"29428";"30338";"30338";"01.10.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"898";"A55927";;"Бактопик мазь назальная 2% 3г";"192";"1002909";"111";;;;;;"28828";"28828";"29719";"29719";"01.12.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"899";"03004246004002001";;"Банбакт супп.ваг.100мг№3 Клиндамицин";"432";"1001630";"67";;;;;;"49052";"49052";"50569";"50569";"01.06.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"900";"03004452002176013";;"Грипго-Хотмикс саше.5г.№10 Чёрная смородина";"126";"2007823";"23";;;;;;"52476";"52476";"54099";"54099";"01.03.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"901";"03004464017001001";;"Зоресан капс.100мг№30";"192";"1002442";"37";;;;;;"138233";"138233";"142508";"142508";"01.09.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"902";"03004464017001003";;"Зоресан капс.25мг№30";"216";"1001949";"60";;;;;;"72176";"72176";"74408";"74408";"01.05.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"903";"03004464017001005";;"Зоресан капс.50мг№30";"8";"1003056";"14";;;;;;"104178";"104178";"107400";"107400";"01.12.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"904";"03004250002007001";;"Кандиго вагин.супп.100мг№6";"216";"1002833";"28";;;;;;"14899";"14899";"15360";"15360";"01.11.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"905";"03004250002007002";;"Кандиго вагин.супп.500мг№1";"384";"1002101";"96";;;;;;"17261";"17261";"17795";"17795";"01.08.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"906";"03004499004016002";;"Кванил р-р д/инъек.1000мг 4мл №5";"144";"SK24004";"131";;;;;;"137391";"137391";"141640";"141640";"01.01.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"907";"03004499004016004";;"Кванил р-р д/инъек.500мг 4мл №5";"144";"SK24002";"69";;;;;;"81469";"81469";"83989";"83989";"01.01.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"908";"03004466002002001";;"Конфундус таб. 25мг/250мг №100";"60";"1002377";"28";;;;;;"178400";"178400";"183918";"183918";"01.07.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"909";"03004334005003001";;"Лаен таб.600мкг№10";"10";"1003168";"48";;;;;;"189652";"189652";"195518";"195518";"01.12.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"910";"03004464001005002";;"Ланистор таб.100мг№30";"6";"1003117";"33";;;;;;"99017";"99017";"102079";"102079";"01.11.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"911";"03004464001005005";;"Ланистор таб.25мг№30";"10";"1003120";"18";;;;;;"47949";"47949";"49432";"49432";"01.11.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"912";"03004464001005008";;"Ланистор таб.50мг№30";"280";"1003116";"2";;;;;;"69770";"69770";"71928";"71928";"01.11.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"913";"03004551002071001";;"Монтулар кидс таб. 5мг №30";"144";"1003398";"60";;;;;;"76392";"76392";"78755";"78755";"01.01.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"914";"03004419018001001";;"Нимид гель 10мг/1г.100г№1";"100";"1002162";"34";;;;;;"69343";"69343";"71488";"71488";"01.07.2026";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"915";"03004468003004001";;"Прамисум таб.0,25мг №30";"150";"1003330";"25";;;;;;"38688";"38688";"39885";"39885";"01.12.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"916";"03004468003004002";;"Прамисум таб.1,0мг №30";"180";"1003331";"38";;;;;;"124323";"124323";"128168";"128168";"01.12.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"917";"03004409002057001";;"Фаниган-Фаст гель 100г.№1";"100";"1002078";"548";;;;;;"56794";"56794";"58550";"58550";"01.08.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"918";"03004510005005001";;"Физзи таб. 500мг№4";"225";"2007931";"52";;;;;;"26330";"26330";"27144";"27144";"01.04.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"919";"A53785";;"Флутисал капс. 20мг №30";"96";"1001414";"1";;;;;;"43000";"43000";"44330";"44330";"01.04.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"920";"03004084006001001";;"Форкал Плюс таб. №100";"32";"1002164";"129";;;;;;"137929";"137929";"142195";"142195";"01.07.2025";"НДС";"Kusum Healtcare Pvt.Ltd/Индия"
"Kwality Pharmaceuticals Ltd";;;;;;;;;;;;;;;;;;
"921";"03004110002027001";;"Парафер-С р-р д/инъек.20мг/5мл №5";"5";"GN744";"24";;;;;;"361988";"361988";"373184";"373184";"01.10.2025";"НДС";"Kwality Pharmaceuticals Ltd/Индия"
"La-Med Healthcare Pvt.Ltd";;;;;;;;;;;;;;;;;;
"922";"A55571";;"Катетер в/в 18G ""Primaflon""";"100";"2109024";"505";;;;;;"2053";"2053";"2117";"2117";"01.08.2026";"НДС";"La-Med Healthcare Pvt.Ltd/Индия"
"923";"A55584";;"Катетер в/в 20G ""Primaflon""";"100";"2109025";"170";;;;;;"2053";"2053";"2117";"2117";"01.08.2026";"НДС";"La-Med Healthcare Pvt.Ltd/Индия"
"924";"A55582";;"Катетер Фолея 2-х ходовой латекс. CH/FR22 LA-MED";"50";"2006289";"22";;;;;;"5704";"5704";"5880";"5880";"01.05.2025";"НДС";"La-Med Healthcare Pvt.Ltd/Индия"
"925";"A55581";;"Катетер Фолея 2-х ходовой латекс.CH/FR24 LA-MED";"50";"2006290";"169";;;;;;"5704";"5704";"5880";"5880";"01.05.2025";"НДС";"La-Med Healthcare Pvt.Ltd/Индия"
"926";"A55580";;"Катетер Фолея 2-х ходовой латекс.CH/FR26 La-Med";"50";"2006290";"26";;;;;;"5704";"5704";"5880";"5880";"01.05.2025";"НДС";"La-Med Healthcare Pvt.Ltd/Индия"
"Laborate Pharmaceuticals India Ltd";;;;;;;;;;;;;;;;;;
"927";"03004325004026001";"8906045940139";"Амилаб-Амикацин сульфат амп.100мг/2мл№1";"1000";"OAMIE-001";"44";;;;;;"28586";"28586";"29470";"29470";"01.12.2026";"НДС";"Laborate Pharmaceuticals India Ltd/Индия"
"928";"03004311002025001";;"ДуоКлав сусп.125мг/60мл№1";"100";"NAVSE-009";"15";;;;;;"50362";"50362";"51920";"51920";"01.11.2025";"НДС";"Laborate Pharmaceuticals India Ltd/Индия"
"929";"03004410004022001";;"Мобилаб амп.15мг/1.5мл№5";"400";"NMBIE-004";"5";;;;;;"49464";"49464";"50994";"50994";"01.03.2026";"НДС";"Laborate Pharmaceuticals India Ltd/Индия"
"930";"03004574001011001";;"Мокси-Д гл.кап.10мл№1";"500";"OMDOE- 001";"28";;;;;;"38407";"38407";"39595";"39595";"01.12.2026";"НДС";"Laborate Pharmaceuticals India Ltd/Индия"
"931";"03004568004005001";;"Тобра гл.уш.кап.10мл№1";"500";"NTBOE-001";"4";;;;;;"33053";"33053";"34075";"34075";"01.06.2026";"НДС";"Laborate Pharmaceuticals India Ltd/Индия"
"932";"03004574001016001";;"Тобра-Д гл.уш.кап.10мл№1";"500";"NTSOE-001";"1";;;;;;"38077";"38077";"39255";"39255";"01.06.2026";"НДС";"Laborate Pharmaceuticals India Ltd/Индия"
"933";"03004314001015002";;"Цефолаб пор.инъек.250мг№1";"500";"NNLIE-001";"10";;;;;;"21196";"21196";"21851";"21851";"01.06.2026";"НДС";"Laborate Pharmaceuticals India Ltd/Индия"
"Laboratoires Rosa Phytopharma";;;;;;;;;;;;;;;;;;
"934";"03004019004001002";;"Метеоспазмил №30 капс.";"96";"V0490";"705";;;;;;"106506";"106506";"109800";"109800";"01.07.2026";"НДС";"Laboratoires Rosa Phytopharma/Франция"
"Laboratorio Miquel";;;;;;;;;;;;;;;;;;
"935";"03004093001002002";"7640161220690";"Алмиба р-р 400мг 120мл фл.";"24";"R-209";"2242";;;;;;"134588";"134588";"138750";"138750";"01.06.2025";"НДС";"Laboratorio Miquel/Испания"
"936";"A23974";;"Дизуринорм Адванс сусп. 250мл";"36";"R-133";"46";;;;;;"109566";"109566";"112955";"112955";"01.05.2025";"НДС";"Laboratorio Miquel/Испания"
"937";"03004285039001001";;"Треатапрост сусп. 250 мл";"36";"R-260";"53";;;;;;"123093";"123093";"126900";"126900";"01.06.2025";"НДС";"Laboratorio Miquel/Испания"
"938";"A55286";;"Тутукон PECO сусп. д/приема внутрь 600мл №1";"25";"Т-038";"2166";;;;;;"194209";"194209";"200215";"200215";"01.01.2027";"БАД";"Laboratorio Miquel/Испания"
"939";"03004285039002001";;"Цистолиберин Адванс сусп. 125мл";"24";"R-129";"383";;;;;;"118442";"118442";"122105";"122105";"01.04.2025";"НДС";"Laboratorio Miquel/Испания"
"Laboratorios Alkala Farma , S.L";;;;;;;;;;;;;;;;;;
"940";"A55926";;"Диалак Форте капс. 240мг №20";"256";"905112";"96";;;;;;"61741";"61741";"63651";"63651";"01.05.2026";"НДС";"Laboratorios Alkala Farma , S.L/Испания"
"Laboratorios Beta S.A";;;;;;;;;;;;;;;;;;
"941";"A23916";;"Миксегин ваг капс. №6";"210";"65302";"31";;;;;;"127890";"127890";"131845";"131845";"01.06.2025";"НДС";"Laboratorios Beta S.A/Аргентина"
"Laboratorios Temis Lostalo S.A";;;;;;;;;;;;;;;;;;
"942";"A29023";;"Фортеджин вагин. свеча №6";"10";"65840";"8";;;;;;"126498";"126498";"130410";"130410";"01.09.2026";"НДС";"Laboratorios Temis Lostalo S.A/Болгария"
"Lagap Sa";;;;;;;;;;;;;;;;;;
"943";"03004334001014001";;"Фосфолаг гран. д/приг р-ра. д/прием внутрь 8г №1 саше-пакеты";"130";"Y492A.";"119";;;;;;"90823";"90823";"93632";"93632";"01.07.2025";"НДС";"Lagap Sa/Швейцария"
"LAMYRA LLP";;;;;;;;;;;;;;;;;;
"944";"03004071005006006";;"Д-Вит Ламира таб.50.000 МЕ №8 Колекальциферол";"110";"23K056";"18";;;;;;"215219";"215219";"221875";"221875";"01.09.2026";"НДС";"LAMYRA LLP/Великобритания"
"LEKOPLAST PHARM";;;;;;;;;;;;;;;;;;
"945";"A34826";;"Пластырь на основе полиэтилена 2,5см*500см";"1";"540824";"20";;;;;;"4268";"4268";"4400";"4400";"01.08.2027";"БАД";"LEKOPLAST PHARM/Узбекистан"
"946";"A34827";;"Пластырь на основе полиэтилена 3см*500см";"1";"280623";"4";;;;;;"5122";"5122";"5280";"5280";"01.06.2026";"БАД";"LEKOPLAST PHARM/Узбекистан"
"Les Laboratories Servier";;;;;;;;;;;;;;;;;;
"947";"03004171005001002";;"Детралекс таб. 1000мг №30";"70";"6081651";"165";;;;;;"254791";"254791";"262672";"262672";"01.08.2027";"НДС";"Les Laboratories Servier/Франция"
"948";"03004171005001003";;"Детралекс таб. 1000мг №60";"24";"6097972";"92";;;;;;"510045";"510045";"525820";"525820";"01.03.2028";"НДС";"Les Laboratories Servier/Франция"
"949";"03004171005011001";;"Детралекс таб. 500мг №30";"120";"6103706";"324";;;;;;"134928";"134928";"139102";"139102";"01.06.2028";"НДС";"Les Laboratories Servier/Франция"
"950";"03004171005011002";;"Детралекс таб. 500мг №60";"60";"6093239";"8";;;;;;"259737";"259737";"267770";"267770";"01.01.2028";"НДС";"Les Laboratories Servier/Франция"
"951";"03004060007015001";;"Диабетон MR 60мг №30 таб.";"80";"6090233";"1320";;;;;;"74799";"74799";"77112";"77112";"01.12.2026";"НДС";"Les Laboratories Servier/Франция"
"952";"03004141007005002";;"Кораксан 5мг №56";"80";"6089747";"383";;;;;;"240789";"240789";"248236";"248236";"01.09.2026";"НДС";"Les Laboratories Servier/Франция"
"953";"03004141007005004";;"Кораксан 7,5мг №56";"80";"6089748";"275";;;;;;"247556";"247556";"255212";"255212";"01.09.2026";"НДС";"Les Laboratories Servier/Франция"
"954";"03004185004005001";;"Нолипрел Би форте 10мг/2,5мг №30";"80";"737219";"46";;;;;;"154190";"154190";"158958";"158958";"01.12.2026";"НДС";"Les Laboratories Servier/Франция"
"955";"03004185004006001";;"Нолипрел Форте Аргинин таб. 5мг/1,25мг №30";"80";"733281";"190";;;;;;"144546";"144546";"149016";"149016";"01.06.2026";"НДС";"Les Laboratories Servier/Франция"
"956";"03004141005009001";;"Предуктал ОД капс. 80мг №30";"72";"L682B1023";"392";;;;;;"164276";"164276";"169357";"169357";"01.10.2026";"НДС";"Les Laboratories Servier/Франция"
"957";"03004186004004001";;"Престанс таб. 10мг/10мг №30";"80";"732704";"7";;;;;;"164614";"164614";"169705";"169705";"01.09.2026";"НДС";"Les Laboratories Servier/Франция"
"958";"03004186004004002";;"Престанс таб. 10мг/5мг №30";"80";"736082";"56";;;;;;"161843";"161843";"166849";"166849";"01.09.2026";"НДС";"Les Laboratories Servier/Франция"
"959";"03004186004004003";;"Престанс таб. 5мг/10мг №30";"80";"736083";"66";;;;;;"137699";"137699";"141958";"141958";"01.10.2026";"НДС";"Les Laboratories Servier/Франция"
"960";"03004186004004004";;"Престанс таб. 5мг/5мг №30";"80";"736085";"4";;;;;;"120151";"120151";"123867";"123867";"01.10.2026";"НДС";"Les Laboratories Servier/Франция"
"961";"03004184004006001";;"Престариум таб. 10мг №30";"80";"6076296";"15";;;;;;"118568";"118568";"122235";"122235";"01.02.2026";"НДС";"Les Laboratories Servier/Франция"
"962";"03004184004006002";;"Престариум таб. 5мг №30";"80";"6088006";"32";;;;;;"88243";"88243";"90972";"90972";"01.09.2026";"НДС";"Les Laboratories Servier/Франция"
"963";"03004692002001004";;"Престилол таб. 5мг/5мг №30";"80";"6103831";"372";;;;;;"102539";"102539";"105711";"105711";"01.03.2027";"НДС";"Les Laboratories Servier/Франция"
"964";"03004692002001003";;"Престилол таб.5мг/10мг №30";"80";"6083998";"172";;;;;;"128918";"128918";"132905";"132905";"01.04.2026";"НДС";"Les Laboratories Servier/Франция"
"965";"03004692001001001";;"Трипликсам 10мг/2,5мг/10мг №30 таб.";"80";"745987";"286";;;;;;"210828";"210828";"217348";"217348";"01.05.2027";"НДС";"Les Laboratories Servier/Франция"
"966";"03004692001001002";;"Трипликсам 10мг/2,5мг/5мг №30 таб.";"80";"739743";"55";;;;;;"202395";"202395";"208656";"208656";"01.02.2027";"НДС";"Les Laboratories Servier/Франция"
"967";"03004692001001003";;"Трипликсам 5мг/1,25мг/10мг №30 таб.";"80";"740422";"6";;;;;;"172030";"172030";"177350";"177350";"01.12.2026";"НДС";"Les Laboratories Servier/Франция"
"968";"03004692001001004";;"Трипликсам 5мг/1,25мг/5мг №30 таб.";"80";"739546";"196";;;;;;"164807";"164807";"169904";"169904";"01.12.2026";"НДС";"Les Laboratories Servier/Франция"
"Longnan RenZhong Medical Equipment Co.Ltd";;;;;;;;;;;;;;;;;;
"969";"A55285";;"Пульсоксиметр №1 (Model: YK011)";"100";"1";"18";;;;;;"169653";"169653";"174900";"174900";"01.01.2028";"БАД";"Longnan RenZhong Medical Equipment Co.Ltd/Китай"
"LPS";;;;;;;;;;;;;;;;;;
"970";"A930";;"Климастоп таб.№30";"78";"028";"9";;;;;;"107345";"107345";"110665";"110665";"01.08.2027";"БАД";"LPS/Германия"
"971";"A2000";;"Урагин таб.№30";"78";"049";"5";;;;;;"107554";"107554";"110880";"110880";"01.07.2025";"БАД";"LPS/Германия"
"972";"A55755";;"Модус дрим плюс №30";"78";"032";"24";;;;;;"107345";"107345";"110665";"110665";"01.08.2027";"БАД";"LPS/Германия"
"973";"A57464";;"Модус Плюс спокойный день таб.№30";"78";"032";"4";;;;;;"107345";"107345";"110665";"110665";"01.08.2027";"БАД";"LPS/Германия"
"974";"A54184";;"Простамин плюс таб.30";"1";"057";"5";;;;;;"107345";"107345";"110665";"110665";"01.08.2027";"БАД";"LPS/Германия"
"Macleods Pharmaceuticals";;;;;;;;;;;;;;;;;;
"975";"03004186003003001";;"Амапин Л таб. 5мг/10мг №30";"20";"EAB322003A";"28";;;;;;"63930";"63930";"65906";"65906";"01.07.2025";"НДС";"Macleods Pharmaceuticals/Индия"
"976";"03004098001051003";;"Клопи таб. 75мг №30";"10";"BСЕ2319А";"10";;;;;;"58986";"58986";"60810";"60810";"01.09.2026";"НДС";"Macleods Pharmaceuticals/Индия"
"977";"03004286002028001";;"Уримак капс. 0,4мг №30";"15";"BTG82302A";"118";;;;;;"57085";"57085";"58850";"58850";"01.09.2026";"НДС";"Macleods Pharmaceuticals/Индия"
"Makcur Laboratories Limited";;;;;;;;;;;;;;;;;;
"978";"03004314018030001";;"ЦЕФ-C пор.инъек.1.5г№1 Цефтриак.+Сульбакт";"15";"MC24040";"45";;;;;;"46303";"46303";"47735";"47735";"01.03.2026";"НДС";"Makcur Laboratories Limited/Индия"
"Maneesh Exports (EOU)";;;;;;;;;;;;;;;;;;
"979";"A57773";;"Бустим DS 156.25 сусп.(125мг+31,25мг)/5мл 100мл";"80";"MSA24006";"39";;;;;;"50475";"50475";"50475";"50475";"01.02.2026";"НДС";"Maneesh Exports (EOU)/Индия"
"980";"A57775";;"Бустим DS 228/5 сусп.(200мг+28.5мг)/5мл 60мл";"1";"MSB24007";"26";;;;;;"53785";"53785";"53785";"53785";"01.02.2026";"НДС";"Maneesh Exports (EOU)/Индия"
"981";"A57777";;"Бустим Inj пор. д/приг.р-ра 1,2г №1";"416";"MTD24004";"52";;;;;;"52200";"52200";"52200";"52200";"01.12.2025";"НДС";"Maneesh Exports (EOU)/Индия"
"Maneesh Pharmaceuticals Ltd";;;;;;;;;;;;;;;;;;
"982";"A58379";;"Фародекс таб.10мг №30";"1";"FEME05";"2";;;;;;"71848";"71848";"74070";"74070";"01.04.2027";;"Maneesh Pharmaceuticals Ltd/Индия"
"Mankind Pharma Ltd";;;;;;;;;;;;;;;;;;
"983";"A57813";;"Феблорика-40 таб.40мг №30";"1";"0L2W001";"30";;;;;;"134241";"134241";"138393";"138393";"01.02.2025";"НДС";"Mankind Pharma Ltd/Индия"
"984";"A57814";;"Феблорика-80 таб.80мг №30";"1";"1L2W001";"29";;;;;;"208836";"208836";"215295";"215295";"01.02.2025";"НДС";"Mankind Pharma Ltd/Индия"
"Marcyrl Pharmaceutical Industries";;;;;;;;;;;;;;;;;;
"985";"03004270003030001";;"Биогест супп. рект. 200мг №15";"144";"22370207";"230";;;;;;"165497";"165497";"170616";"170616";"01.07.2026";"НДС";"Marcyrl Pharmaceutical Industries/Египет"
"986";"03004270003030002";;"Биогест супп. рект. 400мг №15";"144";"22470042";"249";;;;;;"288371";"288371";"297290";"297290";"01.02.2027";"НДС";"Marcyrl Pharmaceutical Industries/Египет"
"Maroqand Farm Savdo";;;;;;;;;;;;;;;;;;
"987";"A32095";;"Зажим пупочный стерил. №1";"100";"220922";"1004";;;;;;"1407";"1407";"1450";"1450";"01.08.2027";"БАД";"Maroqand Farm Savdo/Узбекистан"
"Masspex Food Sp.Z o.o / Spey";;;;;;;;;;;;;;;;;;
"988";"02106999028072017";;"Витаспей таб. для мужчин №20";"1";"311063QY00";"64";;;;;;"142168";"142168";"146565";"146565";"01.11.2025";"БАД";"Masspex Food Sp.Z o.o / Spey/Польша"
"Med Gloves MCHJ";;;;;;;;;;;;;;;;;;
"989";"A58248";;"Перчатки хирур. из каучукного латекса стерильные (неопруденные) размер 7";"150";"001";"1550";;;;;;"3201";"3201";"3300";"3300";"01.05.2027";"НДС";"Med Gloves MCHJ/Узбекистан"
"990";"A58247";;"Перчатки хирур. из каучукного латекса стерильные (неопруденные) размер 7,5";"150";"001";"64988";;;;;;"3201";"3201";"3300";"3300";"01.05.2027";"НДС";"Med Gloves MCHJ/Узбекистан"
"MEDFLORA";;;;;;;;;;;;;;;;;;
"991";"03004236026012003";;"Спирт этил.мед.70% 50мл№1 Medflora";"200";"230323";"7";;;;;;"1434";"1434";"1478";"1478";"01.12.2028";"НДС";"MEDFLORA/Узбекистан"
"Medicament Organic LTD";;;;;;;;;;;;;;;;;;
"992";"A13502";;"Виона Пренатал-Форте таб.№30";"180";"O119401";"20";;;;;;"90491";"90491";"93290";"93290";"01.07.2026";"БАД";"Medicament Organic LTD/Индия"
"993";"03004066003004001";;"Виона Пренатал-Форте таб.№100";"72";"O119303";"7";;;;;;"290806";"290806";"299800";"299800";"01.10.2025";"БАД";"Medicament Organic LTD/Индия"
"Medice Arzneimittel Putter GmbH & Co.KG";;;;;;;;;;;;;;;;;;
"994";"03004285001037001";;"Аквалибра таб.№60";"1";"2308401";"69";;;;;;"121245";"121245";"124995";"124995";"01.11.2026";"НДС";"Medice Arzneimittel Putter GmbH & Co.KG/Германия"
"Medicure Pharmaceutical Industry& Trading Co.Ltd";;;;;;;;;;;;;;;;;;
"995";"A31928";;"Мелисан Кидс сироп 150мл";"50";"MSS1002";"16";;;;;;"106592";"106592";"109889";"109889";"01.02.2027";"БАД";"Medicure Pharmaceutical Industry& Trading Co.Ltd/Турция"
"996";"A31932";;"Санакор капс. №30";"50";"KOR1001";"6";;;;;;"117128";"117128";"120750";"120750";"01.08.2025";"БАД";"Medicure Pharmaceutical Industry& Trading Co.Ltd/Турция"
"Medipharco Pharmaceutical JSC";;;;;;;;;;;;;;;;;;
"997";"03004216002029002";;"Ацикловир крем 5% 10г Rivulet";"460";"030923";"9";;;;;;"4301";"4301";"4434";"4434";"01.09.2026";"НДС";"Medipharco Pharmaceutical JSC/Вьетнам"
"998";"A33230";;"Бисопролол таб. 10мг №30 Rivulet";"429";"031222";"4";;;;;;"10471";"10471";"10795";"10795";"01.12.2025";"НДС";"Medipharco Pharmaceutical JSC/Вьетнам"
"999";"03004219001005001";;"Гидрокортизон крем 1% 10г Rivulet";"460";"010124.";"1000";;;;;;"7268";"7268";"7493";"7493";"01.01.2028";"НДС";"Medipharco Pharmaceutical JSC/Вьетнам"
"1000";"03004572002006001";;"Гидрокортизон мазь глазная 0,5% 3г Rivulet";"690";"041123";"2049";;;;;;"5473";"5473";"5642";"5642";"01.11.2026";"НДС";"Medipharco Pharmaceutical JSC/Вьетнам"
"1001";"03004307001014001";;"Левомицетин 500 таб. 500мг №10 Rivulet";"557";"010123";"83";;;;;;"13134";"13134";"13540";"13540";"01.01.2026";"НДС";"Medipharco Pharmaceutical JSC/Вьетнам"
"1002";"A33227";;"Лоратадин таб. 10мг №20 Rivulet";"528";"030624";"2917";;;;;;"6538";"6538";"6740";"6740";"01.06.2027";"НДС";"Medipharco Pharmaceutical JSC/Вьетнам"
"1003";"03004409002085003";;"Ортофен таб. 25мг №30";"528";"060923";"2";;;;;;"4690";"4690";"4835";"4835";"01.09.2026";"НДС";"Medipharco Pharmaceutical JSC/Вьетнам"
"1004";"03004499003045001";;"Пирацетам капс.200мг№60 Rivulet";"140";"030624";"386";;;;;;"16695";"16695";"17212";"17212";"01.06.2027";"НДС";"Medipharco Pharmaceutical JSC/Вьетнам"
"Mediwin Pharmaceuticals";;;;;;;;;;;;;;;;;;
"1005";"03004700005001003";;"Зим капс.№30";"10";"Z03W03";"8";;;;;;"35213";"35213";"36302";"36302";"01.08.2025";"НДС";"Mediwin Pharmaceuticals/Индия"
"1006";"03004229006001001";;"Кломед-G крем15г№1";"540";"W24";"75";;;;;;"28159";"28159";"29030";"29030";"01.07.2025";"НДС";"Mediwin Pharmaceuticals/Индия"
"1007";"A21833";;"Клопивин таб.75мг№30";"10";"C20X01";"48";;;;;;"132454";"132454";"136550";"136550";"01.03.2027";"НДС";"Mediwin Pharmaceuticals/Индия"
"1008";"03004191005015006";;"Липивин таб.20мг№30 Аторвастатин";"10";"L11X01";"10";;;;;;"103112";"103112";"106301";"106301";"01.12.2025";"НДС";"Mediwin Pharmaceuticals/Индия"
"1009";"03004187001036003";;"Лосавин таб.50мг№30";"10";"L23W01";"12";;;;;;"56186";"56186";"57924";"57924";"01.07.2026";"НДС";"Mediwin Pharmaceuticals/Индия"
"1010";"03004012008002003";;"Омсер-ДМ.20мг+10мг капс.№30 Омепразол+Домперидон";"10";"O14X01";"15";;;;;;"78880";"78880";"81320";"81320";"01.03.2026";"НДС";"Mediwin Pharmaceuticals/Индия"
"1011";"03004435005001002";;"Серравин таб.10мг№100";"10";"S09W03";"36";;;;;;"188743";"188743";"194580";"194580";"01.08.2026";"НДС";"Mediwin Pharmaceuticals/Индия"
